ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
CHL,Chile,SAM,meat_loss,"1,259",775,263,"2,081","3,774",14,384,"3,271","11,822",2045_SSP585
CHN,China,EAP,meat_loss,"1,253",326,"24,807","35,549","231,095","450,996","95,217","202,124","1,041,368",2045_SSP585
CIV,Cote d'Ivoire,SSA,meat_loss,"1,306","11,523",  ,"2,745","7,121",  ,114,127,"22,936",2045_SSP585
CMR,Cameroon,SSA,meat_loss,"3,932","68,459","2,128","18,204","12,540","7,086","1,867","39,238","153,454",2045_SSP585
COD,Dem Rep of Congo,SSA,meat_loss,353,"3,081",35,14,"4,791",117,53,"11,903","20,347",2045_SSP585
COG,Congo,SSA,meat_loss,  ,"2,817",  ,  ,280,  ,26,"2,402","5,525",2045_SSP585
COL,Colombia,SAM,meat_loss,745,"36,933","6,566",406,"118,641","31,224","9,505","56,592","260,612",2045_SSP585
CRI,Costa Rica,CAM,meat_loss,  ,  ,  ,  ,"4,017",27,729,"10,319","15,092",2045_SSP585
CUB,Cuba,CAM,meat_loss,  ,"1,014",  ,  ,"39,673",  ,"3,300","8,066","52,052",2045_SSP585
CYP,Cyprus,WANA,meat_loss,117,  ,  ,932,  ,  ,362,324,"1,736",2045_SSP585
CZE,Czech Republic,EUR,meat_loss,  ,  ,  ,  ,  ,"2,585",510,"1,755","4,850",2045_SSP585
DEU,Germany,EUR,meat_loss,  ,  ,"2,456",35,  ,"38,205","7,509","13,898","62,102",2045_SSP585
DJI,Djibouti,SSA,meat_loss,"1,328",  ,  ,52,  ,  ,9,17,"1,406",2045_SSP585
DNK,Denmark,EUR,meat_loss,  ,  ,28,5,  ,"7,631","1,678",309,"9,650",2045_SSP585
DMA,Dominica,CAM,meat_loss,  ,165,  ,742,"29,434","1,684","3,041","5,010","40,076",2045_SSP585
DZA,Algeria,WANA,meat_loss,"2,276",  ,  ,"12,833","1,726",323,"3,478","6,181","26,818",2045_SSP585
ECU,Ecuador,SAM,meat_loss,"1,099","2,790",170,"7,197","14,096","9,318","2,663","7,055","44,387",2045_SSP585
EGY,Egypt,WANA,meat_loss,"54,874",  ,  ,"84,496",  ,  ,"36,940",  ,"176,309",2045_SSP585
ERI,Eritrea,SSA,meat_loss,"5,920",  ,  ,"10,427",  ,  ,53,44,"16,444",2045_SSP585
ESP,Spain,EUR,meat_loss,"5,939",182,173,"41,288","8,747",571,"13,613","25,366","95,878",2045_SSP585
EST,Estonia,EUR,meat_loss,  ,  ,46,  ,  ,931,124,"1,059","2,161",2045_SSP585
ETH,Ethiopia,SSA,meat_loss,"25,939","1,926","1,823","61,950","14,154","61,158","1,411","11,598","179,958",2045_SSP585
FIN,Finland,EUR,meat_loss,  ,  ,69,  ,  ,"1,144",491,"5,096","6,800",2045_SSP585
FRA,France,EUR,meat_loss,"2,603","4,026","4,039","4,618","21,687","20,819","8,451","11,860","78,103",2045_SSP585
GAB,Gabon,SSA,meat_loss,  ,188,  ,  ,34,  ,3,368,593,2045_SSP585
GBR,UK,EUR,meat_loss,17,"2,266","10,090",18,"2,262","16,461","7,878","1,113","40,104",2045_SSP585
GEO,Georgia,WANA,meat_loss,633,  ,284,"1,308","2,416","3,716",979,"2,352","11,688",2045_SSP585
GHA,Ghana,SSA,meat_loss,"1,039","2,231",  ,"3,946","3,159",  ,100,120,"10,596",2045_SSP585
GIN,Guinea,SSA,meat_loss,"29,469","8,970",  ,"19,011","53,680",  ,"1,034","1,147","113,311",2045_SSP585
GMB,Gambia,SSA,meat_loss,315,  ,  ,"8,311",  ,  ,407,669,"9,702",2045_SSP585
GNB,Guinea-Bissau,SSA,meat_loss,"4,283",  ,  ,"5,567",  ,  ,  ,"1,499","11,350",2045_SSP585
GNQ,Equatorial Guinea,SSA,meat_loss,  ,1,  ,  ,32,  ,  ,111,144,2045_SSP585
GRC,Greece,EUR,meat_loss,723,58,69,"5,694",470,"3,586","2,263","2,430","15,293",2045_SSP585
GTM,Guatemala,CAM,meat_loss,  ,1,8,"1,660","22,511","1,085","2,025","15,859","43,148",2045_SSP585
GUY,Guyana,SAM,meat_loss,  ,65,  ,  ,36,  ,1,946,"1,048",2045_SSP585
HND,Honduras,CAM,meat_loss,151,248,213,"1,061","18,796","2,576","1,264","25,210","49,519",2045_SSP585
HRV,Croatia,EUR,meat_loss,7,45,5,60,219,"2,647",404,"1,557","4,944",2045_SSP585
HTI,Haiti,CAM,meat_loss,33,233,360,"1,101","23,809","2,094",129,"1,841","29,600",2045_SSP585
HUN,Hungary,EUR,meat_loss,  ,  ,3,  ,  ,"3,319",343,372,"4,036",2045_SSP585
IDN,Indonesia,SEA,meat_loss,18,"1,406",46,401,"62,506","6,926","6,067","53,685","131,056",2045_SSP585
IND,India,SA,meat_loss,"8,625","1,286",302,"739,923","144,660","15,880","81,601","164,099","1,156,376",2045_SSP585
IRL,Ireland,EUR,meat_loss,  ,"9,275","3,126",  ,"6,241","2,140","1,478",603,"22,864",2045_SSP585
IRN,Iran,SA,meat_loss,"36,838",  ,500,"58,561","1,375","3,087","8,510","7,334","116,205",2045_SSP585
IRQ,Iraq,WANA,meat_loss,"4,730",  ,  ,"18,872",  ,"1,869","1,115",19,"26,606",2045_SSP585
ISL,Iceland,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
ISR,Israel,WANA,meat_loss,"1,323",  ,  ,"6,413",  ,  ,"2,877",6,"10,619",2045_SSP585
ITA,Italy,EUR,meat_loss,979,369,"2,088","17,786","9,674","59,836","29,809","15,356","135,896",2045_SSP585
JAM,Jamaica,CAM,meat_loss,  ,  ,  ,  ,"3,560",69,731,592,"4,952",2045_SSP585
JOR,Jordan,WANA,meat_loss,740,  ,  ,406,  ,  ,86,  ,"1,232",2045_SSP585
JPN,Japan,EAP,meat_loss,  ,  ,59,54,"5,161","7,215","15,257","30,893","58,639",2045_SSP585
KAZ,Kazakhstan,WANA,meat_loss,  ,  ,"32,327",  ,  ,"17,398",255,547,"50,528",2045_SSP585
KEN,Kenya,SSA,meat_loss,"22,481","1,921","2,283","21,444","31,450","23,757","1,166","10,802","115,305",2045_SSP585
KGZ,Kyrgyzstan,WANA,meat_loss,132,  ,"2,435",291,  ,"3,455",132,106,"6,551",2045_SSP585
KHM,Cambodia,SEA,meat_loss,  ,"2,880",  ,  ,"14,841",  ,102,"7,461","25,284",2045_SSP585
KOR,South Korea,SEA,meat_loss,  ,  ,  ,  ,54,"11,725","6,011","10,693","28,483",2045_SSP585
KWT,Kuwait,WANA,meat_loss,316,  ,  ,  ,  ,  ,22,  ,339,2045_SSP585
LAO,Laos,SEA,meat_loss,19,"14,433",120,58,"14,225",  ,252,"11,389","40,497",2045_SSP585
LBN,Lebanon,WANA,meat_loss,144,  ,65,434,85,52,212,30,"1,023",2045_SSP585
LBR,Liberia,SSA,meat_loss,  ,  ,  ,  ,643,  ,4,296,943,2045_SSP585
LBY,Libya,WANA,meat_loss,"1,996",  ,  ,258,  ,  ,291,168,"2,713",2045_SSP585
LKA,Sri Lanka,SA,meat_loss,  ,  ,  ,  ,"4,209",137,419,"5,450","10,215",2045_SSP585
LSO,Lesotho,SSA,meat_loss,  ,  ,823,209,  ,"3,518",90,  ,"4,640",2045_SSP585
LTU,Lithuania,EUR,meat_loss,  ,  ,120,  ,  ,"3,658",522,"1,732","6,031",2045_SSP585
LUX,Luxembourg,EUR,meat_loss,  ,  ,64,  ,  ,340,105,207,716,2045_SSP585
LVA,Latvia,EUR,meat_loss,  ,  ,76,  ,  ,"1,504",146,"1,266","2,994",2045_SSP585
MAR,Morocco,WANA,meat_loss,"2,500",  ,75,"36,957",534,"3,047","4,415","4,128","51,657",2045_SSP585
MDG,Madagascar,SSA,meat_loss,"48,260","12,019","1,192","16,269","21,260","1,945",915,"25,844","127,705",2045_SSP585
MEX,Mexico,CAM,meat_loss,"61,215",146,"4,289","65,772","68,663","22,062","21,170","145,601","388,918",2045_SSP585
MKD,Macedonia,EUR,meat_loss,137,  ,43,604,  ,737,341,654,"2,517",2045_SSP585
MLI,Mali,SSA,meat_loss,"41,990",  ,  ,"69,646",  ,  ,507,388,"112,530",2045_SSP585
MMR,Myanmar,SEA,meat_loss,111,"28,643","2,896","16,117","52,742","1,186",618,"77,299","179,613",2045_SSP585
MNE,Montenegro,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
MNG,Mongolia,EAP,meat_loss,  ,  ,"5,152",  ,  ,"1,232",58,385,"6,827",2045_SSP585
MOZ,Mozambique,SSA,meat_loss,"4,023",333,  ,"4,112","2,025",  ,510,"6,835","17,838",2045_SSP585
MRT,Mauritania,SSA,meat_loss,"17,646",  ,  ,"10,104",  ,  ,12,88,"27,849",2045_SSP585
MUS,Mauritius,SSA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
MWI,Malawi,SSA,meat_loss,559,"1,031",14,"6,485","2,237",452,464,"2,819","14,060",2045_SSP585
MYS,Malaysia,SEA,meat_loss,  ,66,2,  ,"2,769",12,385,"6,460","9,695",2045_SSP585
NAM,Namibia,SSA,meat_loss,"16,963",  ,  ,"11,381",  ,  ,"1,028",260,"29,632",2045_SSP585
NER,Niger,SSA,meat_loss,"72,790",  ,  ,"54,764",  ,  ,325,145,"128,024",2045_SSP585
NGA,Nigeria,SSA,meat_loss,"8,857","4,227",  ,"306,698","56,873","3,087","1,019","3,553","384,315",2045_SSP585
NIC,Nicaragua,CAM,meat_loss,21,174,  ,"2,202","32,410",947,"1,112","26,490","63,356",2045_SSP585
NLD,Netherlands,EUR,meat_loss,  ,  ,565,  ,  ,"12,129","3,799",551,"17,043",2045_SSP585
NOR,Norway,EUR,meat_loss,3,  ,"1,586",  ,  ,579,482,"2,473","5,123",2045_SSP585
NPL,Nepal,SA,meat_loss,84,  ,246,"22,441","32,459","9,249","7,457","42,317","114,253",2045_SSP585
NZL,New Zealand,EAP,meat_loss,485,"5,026",740,561,"6,807",49,"17,291","6,416","37,374",2045_SSP585
OMN,Oman,WANA,meat_loss,"4,395",  ,  ,81,  ,  ,146,  ,"4,622",2045_SSP585
PAK,Pakistan,SA,meat_loss,"57,539",  ,  ,"362,486",32,"21,975","41,230","28,542","511,804",2045_SSP585
PAN,Panama,CAM,meat_loss,  ,167,  ,  ,"7,400",413,"1,138","10,038","19,157",2045_SSP585
PER,Peru,SAM,meat_loss,"3,113",494,"4,719","2,464","3,142","5,537",384,"15,224","35,076",2045_SSP585
PHL,Philippines,SEA,meat_loss,  ,  ,  ,46,"61,283",129,"2,370","22,878","86,706",2045_SSP585
PNG,Papua New Guinea,EAP,meat_loss,  ,6,21,  ,281,78,6,"1,296","1,687",2045_SSP585
POL,Poland,EUR,meat_loss,  ,  ,486,  ,  ,"22,954","1,793","6,166","31,399",2045_SSP585
PRT,Portugal,EUR,meat_loss,"1,503",644,  ,"10,238","7,296",259,"2,793","9,788","32,520",2045_SSP585
PRY,Paraguay,SAM,meat_loss,"2,898","32,689",  ,"3,167","50,712",  ,"1,441","66,591","157,497",2045_SSP585
PSE,Palestine,WANA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
QAT,Qatar,WANA,meat_loss,34,  ,  ,4,  ,  ,  ,  ,38,2045_SSP585
ROU,Romania,EUR,meat_loss,  ,  ,4,  ,  ,"19,044","1,289","6,280","26,617",2045_SSP585
RUS,Russia,EUR,meat_loss,73,  ,"26,881",57,  ,"124,202","6,594","39,603","197,410",2045_SSP585
RWA,Rwanda,SSA,meat_loss,  ,  ,  ,  ,"3,118","1,434",34,191,"4,777",2045_SSP585
SAU,Saudi Arabia,WANA,meat_loss,"3,650",  ,  ,442,  ,  ,149,  ,"4,242",2045_SSP585
SDN,Sudan,WANA,meat_loss,"86,568","12,863",41,"129,366","1,626",184,992,"1,797","233,436",2045_SSP585
SEN,Senegal,SSA,meat_loss,"13,776",  ,  ,"50,406",  ,  ,"1,036",370,"65,587",2045_SSP585
SLE,Sierra Leone,SSA,meat_loss,  ,165,  ,  ,"4,737",  ,76,585,"5,563",2045_SSP585
SLV,El Salvador,CAM,meat_loss,  ,14,  ,  ,"14,157",795,"5,142","9,309","29,418",2045_SSP585
SOM,Somalia,SSA,meat_loss,"11,511",  ,14,"2,685",  ,  ,4,354,"14,568",2045_SSP585
SRB,Serbia,EUR,meat_loss,  ,  ,78,222,  ,"11,000",913,"1,747","13,959",2045_SSP585
SUR,Suriname,SAM,meat_loss,  ,3,  ,  ,2,  ,  ,468,474,2045_SSP585
SVK,Slovakia,EUR,meat_loss,  ,  ,7,  ,  ,894,242,934,"2,077",2045_SSP585
SVN,Slovenia,EUR,meat_loss,  ,3,11,  ,24,481,300,"1,599","2,419",2045_SSP585
SWE,Sweden,EUR,meat_loss,  ,  ,30,  ,  ,"2,566","1,386","7,053","11,034",2045_SSP585
SWZ,Swaziland,SSA,meat_loss,  ,  ,  ,"1,211","1,196","1,094",528,"3,618","7,647",2045_SSP585
SYR,Syria,WANA,meat_loss,"6,886",10,  ,"6,068",654,124,"1,017",274,"15,034",2045_SSP585
TCD,Chad,SSA,meat_loss,"42,665",11,  ,"36,427",  ,  ,92,54,"79,248",2045_SSP585
TGO,Togo,SSA,meat_loss,  ,60,  ,"1,407","1,444",  ,26,12,"2,950",2045_SSP585
THA,Thailand,SEA,meat_loss,212,"2,693",  ,"4,390","51,102",13,"3,641","16,138","78,189",2045_SSP585
TJK,Tajikistan,WANA,meat_loss,700,  ,517,"8,839",  ,"4,334","1,356",88,"15,834",2045_SSP585
TKM,Turkmenistan,WANA,meat_loss,"7,781",  ,"7,727","1,630",  ,"6,489",655,33,"24,314",2045_SSP585
TTO,Trinidad & Tobago,CAM,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
TUN,Tunisia,WANA,meat_loss,628,  ,  ,"7,681",521,  ,"2,077","1,428","12,335",2045_SSP585
TUR,Turkey,WANA,meat_loss,"4,698",  ,"1,330","69,396","4,620","16,252","9,004","14,472","119,773",2045_SSP585
TZA,Tanzania,SSA,meat_loss,"27,132","10,314","3,218","120,465","94,821","3,688","1,274","16,704","277,616",2045_SSP585
UGA,Uganda,SSA,meat_loss,"1,288","11,493",387,"2,899","92,160","14,165","1,528","25,478","149,398",2045_SSP585
UKR,Ukraine,EUR,meat_loss,  ,  ,"2,789",  ,  ,"76,949","3,003","7,796","90,537",2045_SSP585
URY,Uruguay,SAM,meat_loss,  ,"63,940",  ,  ,"48,289",  ,"2,952","9,152","124,332",2045_SSP585
USA,USA,NAM,meat_loss,"82,231","38,332","79,238","182,558","79,490","302,001","99,202","191,745","1,054,798",2045_SSP585
UZB,Uzbekistan,WANA,meat_loss,"5,722",  ,"16,497","18,090",  ,"46,415","9,854",306,"96,883",2045_SSP585
VEN,Venezuela,SAM,meat_loss,"2,188","23,690","2,992","3,780","48,652","5,872","15,479","31,378","134,031",2045_SSP585
VNM,Viet Nam,SEA,meat_loss,  ,"1,820",23,  ,"72,997",600,"1,231","23,218","99,890",2045_SSP585
YEM,Yemen,WANA,meat_loss,"9,815",  ,  ,"7,982",  ,  ,468,  ,"18,266",2045_SSP585
ZAF,South Africa,SSA,meat_loss,"43,871","4,628","16,860","68,247","16,451","30,496","14,663","11,838","207,054",2045_SSP585
ZMB,Zambia,SSA,meat_loss,"21,499",221,263,"7,626",2,18,496,"8,453","38,578",2045_SSP585
ZWE,Zimbabwe,SSA,meat_loss,"14,624",  ,28,"34,786",141,"2,684","1,894","6,298","60,454",2045_SSP585
AFG,Afghanistan,SA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
AGO,Angola,SSA,meat_loss,"52,362","18,187","10,182","13,324","3,055","6,722",146,"12,243","116,221",2085_SSP585
ALB,Albania,EUR,meat_loss,889,"1,477",590,"1,794","12,255","1,989","1,653","2,070","22,719",2085_SSP585
ARE,UAE,WANA,meat_loss,811,  ,  ,172,  ,  ,452,  ,"1,436",2085_SSP585
ARG,Argentina,SAM,meat_loss,"169,378","217,323","2,208","38,801","244,770",39,"32,189","223,813","928,521",2085_SSP585
ARM,Armenia,WANA,meat_loss,755,  ,561,"5,003",  ,"7,272",755,690,"15,035",2085_SSP585
AUS,Australia,EAP,meat_loss,"323,502","86,896","1,780","114,886","31,192","3,108","15,087","137,194","713,645",2085_SSP585
AUT,Austria,EUR,meat_loss,22,  ,860,23,  ,"6,665","3,637","14,870","26,077",2085_SSP585
AZE,Azerbaijan,WANA,meat_loss,"1,327",  ,546,"19,472",72,"40,326","4,147","2,476","68,366",2085_SSP585
BDI,Burundi,SSA,meat_loss,  ,  ,  ,  ,"2,148","6,498",104,572,"9,322",2085_SSP585
BEL,Belgium,EUR,meat_loss,  ,  ,"1,197",  ,  ,"10,920","8,167","3,176","23,459",2085_SSP585
BEN,Benin,SSA,meat_loss,"14,293","2,814",  ,"13,578","1,295",  ,95,88,"32,163",2085_SSP585
BFA,Burkina Faso,SSA,meat_loss,"16,245",932,  ,"192,637",811,  ,"2,366",452,"213,442",2085_SSP585
BGD,Bangladesh,SA,meat_loss,  ,531,  ,  ,"589,548",  ,"43,255","3,918","637,253",2085_SSP585
BGR,Bulgaria,EUR,meat_loss,63,  ,52,"1,231",  ,"14,655",878,"5,098","21,976",2085_SSP585
BIH,Bosnia & Herzogovina,EUR,meat_loss,26,140,53,757,655,"6,218",202,"3,310","11,361",2085_SSP585
BLR,Belarus,EUR,meat_loss,  ,  ,"2,833",  ,  ,"50,827","2,020","22,162","77,843",2085_SSP585
BLZ,Belize,CAM,meat_loss,  ,36,  ,  ,291,  ,46,"1,257","1,629",2085_SSP585
BOL,Bolivia,SAM,meat_loss,"5,157","27,755","6,478","3,180","6,979","1,183","1,124","97,975","149,831",2085_SSP585
BRA,Brazil,SAM,meat_loss,"163,007","1,016,571","17,917","366,880","2,978,324","58,809","309,342","478,292","5,389,142",2085_SSP585
BRN,Brunei Darussalam,SEA,meat_loss,  ,  ,  ,  ,5,  ,2,34,42,2085_SSP585
BTN,Bhutan,SA,meat_loss,20,9,97,45,"1,729","3,201",149,"2,313","7,563",2085_SSP585
BWA,Botswana,SSA,meat_loss,"33,853",  ,  ,"8,183",  ,  ,825,88,"42,949",2085_SSP585
CAF,Central African Rep,SSA,meat_loss,"11,869","78,880",  ,134,"4,607",  ,566,"68,342","164,397",2085_SSP585
CAN,Canada,NAM,meat_loss,2,  ,"20,111",1,  ,"106,484","15,850","62,825","205,273",2085_SSP585
CHE,Switzerland,EUR,meat_loss,109,431,"3,401",  ,  ,"1,242","5,039","9,867","20,088",2085_SSP585
CHL,Chile,SAM,meat_loss,"3,299","1,855",665,"6,021","8,590",26,966,"6,859","28,280",2085_SSP585
CHN,China,EAP,meat_loss,"3,503",585,"56,044","80,337","458,066","931,085","186,663","424,237","2,140,521",2085_SSP585
CIV,Cote d'Ivoire,SSA,meat_loss,"1,681","15,030",  ,"4,080","9,621",  ,158,164,"30,733",2085_SSP585
CMR,Cameroon,SSA,meat_loss,"5,829","133,427","6,565","33,150","25,080","19,363","3,930","53,346","280,691",2085_SSP585
COD,Dem Rep of Congo,SSA,meat_loss,848,"4,715",107,24,"8,348",518,104,"18,242","32,906",2085_SSP585
COG,Congo,SSA,meat_loss,  ,"4,721",  ,  ,456,  ,42,"3,793","9,013",2085_SSP585
COL,Colombia,SAM,meat_loss,"1,002","64,049","27,172",487,"210,093","85,158","21,770","112,063","521,794",2085_SSP585
CRI,Costa Rica,CAM,meat_loss,  ,  ,  ,  ,"6,558",140,"1,092","17,602","25,393",2085_SSP585
CUB,Cuba,CAM,meat_loss,  ,"1,601",  ,  ,"62,422",  ,"4,784","13,074","81,882",2085_SSP585
CYP,Cyprus,WANA,meat_loss,203,  ,  ,"1,562",  ,  ,627,557,"2,949",2085_SSP585
CZE,Czech Republic,EUR,meat_loss,  ,  ,  ,  ,  ,"5,760",931,"3,375","10,066",2085_SSP585
DEU,Germany,EUR,meat_loss,  ,  ,"5,649",80,  ,"89,584","17,866","33,175","146,354",2085_SSP585
DJI,Djibouti,SSA,meat_loss,"2,005",  ,  ,81,  ,  ,14,29,"2,130",2085_SSP585
DNK,Denmark,EUR,meat_loss,  ,  ,49,9,  ,"13,691","2,983",565,"17,297",2085_SSP585
DMA,Dominica,CAM,meat_loss,  ,283,  ,"1,271","48,852","2,883","5,205","9,438","67,932",2085_SSP585
DZA,Algeria,WANA,meat_loss,"4,379",  ,  ,"26,500","3,707",716,"7,035","12,494","54,832",2085_SSP585
ECU,Ecuador,SAM,meat_loss,"2,395","4,575",461,"11,706","30,391","21,415","5,044","18,840","94,827",2085_SSP585
EGY,Egypt,WANA,meat_loss,"89,440",  ,  ,"130,851",  ,  ,"59,425",  ,"279,716",2085_SSP585
ERI,Eritrea,SSA,meat_loss,"8,818",  ,  ,"19,264",  ,  ,102,85,"28,270",2085_SSP585
ESP,Spain,EUR,meat_loss,"14,654",431,485,"88,009","15,411","1,808","32,061","68,139","220,998",2085_SSP585
EST,Estonia,EUR,meat_loss,1,  ,79,1,  ,"1,613",216,"1,797","3,707",2085_SSP585
ETH,Ethiopia,SSA,meat_loss,"40,575","3,948","4,122","128,798","34,252","188,177","4,570","30,019","434,462",2085_SSP585
FIN,Finland,EUR,meat_loss,  ,  ,147,  ,  ,"2,180","1,034","10,299","13,659",2085_SSP585
FRA,France,EUR,meat_loss,"8,785","15,208","12,791","16,089","59,278","67,081","26,562","39,407","245,200",2085_SSP585
GAB,Gabon,SSA,meat_loss,  ,278,  ,  ,48,  ,5,532,863,2085_SSP585
GBR,UK,EUR,meat_loss,35,"4,713","20,956",37,"4,433","34,239","16,071","2,185","82,669",2085_SSP585
GEO,Georgia,WANA,meat_loss,"1,028",  ,693,"2,178","5,001","8,000","1,763","4,850","23,513",2085_SSP585
GHA,Ghana,SSA,meat_loss,"1,386","2,699",  ,"5,445","4,240",  ,137,156,"14,063",2085_SSP585
GIN,Guinea,SSA,meat_loss,"39,241","13,530",  ,"27,560","85,110",  ,"1,614","1,574","168,628",2085_SSP585
GMB,Gambia,SSA,meat_loss,391,  ,  ,"12,245",  ,  ,600,985,"14,221",2085_SSP585
GNB,Guinea-Bissau,SSA,meat_loss,"5,318",  ,  ,"8,088",  ,  ,  ,"2,194","15,600",2085_SSP585
GNQ,Equatorial Guinea,SSA,meat_loss,  ,2,  ,  ,45,  ,  ,155,201,2085_SSP585
GRC,Greece,EUR,meat_loss,"1,589",130,164,"12,415","1,059","7,334","4,701","6,218","33,611",2085_SSP585
GTM,Guatemala,CAM,meat_loss,  ,2,16,"3,407","41,536","5,356","4,154","32,464","86,936",2085_SSP585
GUY,Guyana,SAM,meat_loss,  ,80,1,  ,51,  ,1,"1,371","1,503",2085_SSP585
HND,Honduras,CAM,meat_loss,323,302,405,"2,174","40,422","4,894","2,401","44,031","94,952",2085_SSP585
HRV,Croatia,EUR,meat_loss,23,156,17,205,506,"9,264","1,396","5,436","17,002",2085_SSP585
HTI,Haiti,CAM,meat_loss,56,392,605,"1,853","39,302","4,420",193,"3,356","50,178",2085_SSP585
HUN,Hungary,EUR,meat_loss,  ,  ,10,  ,  ,"11,320","1,190","1,284","13,804",2085_SSP585
IDN,Indonesia,SEA,meat_loss,23,"2,254",186,533,"83,087","12,206","7,991","80,940","187,221",2085_SSP585
IND,India,SA,meat_loss,"18,424","2,348",857,"2,000,570","369,266","41,655","230,487","395,771","3,059,379",2085_SSP585
IRL,Ireland,EUR,meat_loss,  ,"17,066","6,121",  ,"11,734","4,188","2,772","1,155","43,036",2085_SSP585
IRN,Iran,SA,meat_loss,"68,723",  ,866,"103,536","2,429","5,804","14,751","13,256","209,366",2085_SSP585
IRQ,Iraq,WANA,meat_loss,"8,103",  ,  ,"32,613",  ,"3,722","1,917",37,"46,391",2085_SSP585
ISL,Iceland,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
ISR,Israel,WANA,meat_loss,"2,153",  ,  ,"10,267",  ,  ,"4,497",10,"16,926",2085_SSP585
ITA,Italy,EUR,meat_loss,"3,327",858,"4,857","39,945","20,058","127,757","72,536","42,997","312,334",2085_SSP585
JAM,Jamaica,CAM,meat_loss,  ,  ,  ,  ,"6,017",106,"1,127",788,"8,039",2085_SSP585
JOR,Jordan,WANA,meat_loss,"1,269",  ,  ,665,  ,  ,144,  ,"2,078",2085_SSP585
JPN,Japan,EAP,meat_loss,  ,  ,158,87,"8,848","16,676","27,924","64,074","117,768",2085_SSP585
KAZ,Kazakhstan,WANA,meat_loss,  ,  ,"63,022",  ,  ,"39,277",546,"1,179","104,024",2085_SSP585
KEN,Kenya,SSA,meat_loss,"33,179","3,171","6,909","41,835","64,953","65,333","3,579","15,583","234,543",2085_SSP585
KGZ,Kyrgyzstan,WANA,meat_loss,242,  ,"5,201",629,  ,"9,264",241,211,"15,789",2085_SSP585
KHM,Cambodia,SEA,meat_loss,  ,"3,430",  ,  ,"16,801",  ,117,"8,809","29,158",2085_SSP585
KOR,South Korea,SEA,meat_loss,  ,  ,  ,  ,110,"23,028","12,245","21,781","57,164",2085_SSP585
KWT,Kuwait,WANA,meat_loss,537,  ,  ,  ,  ,  ,39,  ,576,2085_SSP585
LAO,Laos,SEA,meat_loss,30,"25,898",221,101,"24,341",  ,440,"20,256","71,286",2085_SSP585
LBN,Lebanon,WANA,meat_loss,313,  ,141,857,185,167,460,66,"2,190",2085_SSP585
LBR,Liberia,SSA,meat_loss,  ,  ,  ,  ,899,  ,5,389,"1,293",2085_SSP585
LBY,Libya,WANA,meat_loss,"3,568",  ,  ,489,  ,  ,563,311,"4,930",2085_SSP585
LKA,Sri Lanka,SA,meat_loss,  ,  ,  ,  ,"5,611",218,667,"9,469","15,965",2085_SSP585
LSO,Lesotho,SSA,meat_loss,  ,  ,"1,645",436,  ,"10,625",262,  ,"12,968",2085_SSP585
LTU,Lithuania,EUR,meat_loss,  ,  ,192,  ,  ,"5,909",823,"2,831","9,754",2085_SSP585
LUX,Luxembourg,EUR,meat_loss,  ,  ,166,  ,  ,882,272,537,"1,857",2085_SSP585
LVA,Latvia,EUR,meat_loss,  ,  ,130,  ,  ,"2,479",244,"2,111","4,964",2085_SSP585
MAR,Morocco,WANA,meat_loss,"4,865",  ,148,"71,539","1,045","6,455","8,286","8,458","100,796",2085_SSP585
MDG,Madagascar,SSA,meat_loss,"88,355","27,061","4,024","30,056","48,401","7,344","1,628","56,434","263,304",2085_SSP585
MEX,Mexico,CAM,meat_loss,"125,862",296,"11,400","131,543","125,045","57,208","41,757","299,292","792,403",2085_SSP585
MKD,Macedonia,EUR,meat_loss,455,  ,171,"1,964",  ,"2,444",884,"2,381","8,298",2085_SSP585
MLI,Mali,SSA,meat_loss,"76,346",  ,  ,"123,904",  ,  ,928,758,"201,937",2085_SSP585
MMR,Myanmar,SEA,meat_loss,177,"60,778","6,585","33,439","91,482","3,241",695,"152,239","348,637",2085_SSP585
MNE,Montenegro,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
MNG,Mongolia,EAP,meat_loss,  ,  ,"11,862",  ,  ,"2,587",155,791,"15,395",2085_SSP585
MOZ,Mozambique,SSA,meat_loss,"7,672",728,  ,"8,152","4,097",  ,"1,071","14,090","35,810",2085_SSP585
MRT,Mauritania,SSA,meat_loss,"25,674",  ,  ,"17,201",  ,  ,21,162,"43,058",2085_SSP585
MUS,Mauritius,SSA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
MWI,Malawi,SSA,meat_loss,"1,094","1,898",56,"12,570","4,463","1,181","1,024","6,437","28,723",2085_SSP585
